# BUSCO version is: 3.0.2 
# The lineage dataset is: arthropoda_odb9 (Creation date: 2017-02-07, number of species: 60, number of BUSCOs: 1066)
# To reproduce this run: python /home/she/opt/busco-master/scripts/run_BUSCO.py -i LS05_Trinity.fasta -o LS05_busco -l /home/she/database/arthropoda_odb9/ -m transcriptome -c 20
#
# Busco id	Status	Sequence	Score	Length
EOG090X02RQ	Duplicated	TRINITY_DN36977_c7_g3_i3	838.6	456
EOG090X02RQ	Duplicated	TRINITY_DN36977_c7_g3_i4	839.0	456
EOG090X02S0	Fragmented	TRINITY_DN29490_c0_g3_i1	150.7	78
EOG090X02SD	Complete	TRINITY_DN38122_c2_g2_i3	375.6	320
EOG090X02SJ	Missing
EOG090X02T5	Fragmented	TRINITY_DN27754_c0_g1_i1	168.5	98
EOG090X02VY	Complete	TRINITY_DN34680_c0_g2_i1	543.4	368
EOG090X02WG	Complete	TRINITY_DN32923_c1_g1_i1	480.3	302
EOG090X02Z1	Complete	TRINITY_DN21307_c0_g1_i1	969.3	614
EOG090X02ZJ	Missing
EOG090X0302	Complete	TRINITY_DN34455_c0_g2_i1	556.9	284
EOG090X030C	Complete	TRINITY_DN33497_c0_g1_i1	405.3	283
EOG090X030S	Duplicated	TRINITY_DN37466_c4_g3_i1	929.3	500
EOG090X030S	Duplicated	TRINITY_DN37466_c4_g3_i4	928.8	500
EOG090X030S	Duplicated	TRINITY_DN37466_c4_g3_i6	928.9	500
EOG090X0318	Duplicated	TRINITY_DN35491_c0_g3_i1	151.6	150
EOG090X0318	Duplicated	TRINITY_DN35491_c0_g3_i2	150.4	150
EOG090X031T	Fragmented	TRINITY_DN37018_c4_g7_i1	176.1	112
EOG090X0324	Complete	TRINITY_DN32185_c0_g2_i1	487.1	392
EOG090X032C	Duplicated	TRINITY_DN29761_c0_g2_i1	722.9	488
EOG090X032C	Duplicated	TRINITY_DN29761_c0_g2_i2	691.1	445
EOG090X032R	Duplicated	TRINITY_DN36470_c0_g2_i1	393.2	393
EOG090X032R	Duplicated	TRINITY_DN36470_c0_g2_i5	375.5	393
EOG090X033I	Complete	TRINITY_DN42968_c0_g1_i1	962.6	488
EOG090X033O	Missing
EOG090X0363	Complete	TRINITY_DN3020_c0_g2_i1	573.1	295
EOG090X0364	Fragmented	TRINITY_DN32850_c0_g4_i1	271.4	158
EOG090X036X	Complete	TRINITY_DN37541_c10_g10_i1	599.7	379
EOG090X037B	Complete	TRINITY_DN37292_c5_g4_i1	236.7	175
EOG090X037N	Duplicated	TRINITY_DN38996_c5_g4_i1	460.4	331
EOG090X037N	Duplicated	TRINITY_DN38996_c5_g4_i15	461.2	331
EOG090X037N	Duplicated	TRINITY_DN38996_c5_g4_i5	461.4	331
EOG090X0398	Complete	TRINITY_DN37894_c7_g8_i1	227.9	145
EOG090X03A4	Fragmented	TRINITY_DN25001_c0_g3_i1	196.3	119
EOG090X03AJ	Complete	TRINITY_DN34546_c0_g1_i2	365.8	298
EOG090X03AK	Fragmented	TRINITY_DN31501_c0_g3_i1	182.0	89
EOG090X03B0	Fragmented	TRINITY_DN30839_c0_g2_i1	354.2	169
EOG090X03B7	Fragmented	TRINITY_DN15765_c0_g1_i1	160.2	75
EOG090X03CE	Fragmented	TRINITY_DN36740_c3_g2_i1	364.3	208
EOG090X03DA	Complete	TRINITY_DN39172_c2_g3_i1	941.6	450
EOG090X03DI	Duplicated	TRINITY_DN36222_c0_g1_i1	807.1	539
EOG090X03DI	Duplicated	TRINITY_DN36222_c0_g1_i3	868.6	605
EOG090X03EV	Fragmented	TRINITY_DN4471_c0_g1_i1	137.6	72
EOG090X03FQ	Fragmented	TRINITY_DN45195_c0_g1_i1	158.4	133
EOG090X03G1	Complete	TRINITY_DN36481_c0_g1_i1	706.8	418
EOG090X03G5	Fragmented	TRINITY_DN37721_c13_g4_i1	137.4	103
EOG090X03GO	Fragmented	TRINITY_DN38496_c9_g1_i1	191.0	151
EOG090X03H5	Fragmented	TRINITY_DN36446_c0_g5_i1	199.2	107
EOG090X03I5	Complete	TRINITY_DN31476_c0_g1_i4	738.5	434
EOG090X03JL	Fragmented	TRINITY_DN37555_c5_g11_i1	212.8	104
EOG090X03K5	Complete	TRINITY_DN33970_c0_g1_i1	524.1	318
EOG090X03KG	Missing
EOG090X03KK	Missing
EOG090X03KZ	Complete	TRINITY_DN36004_c0_g2_i1	483.3	473
EOG090X03LH	Duplicated	TRINITY_DN37075_c4_g3_i1	549.2	305
EOG090X03LH	Duplicated	TRINITY_DN37075_c4_g3_i2	547.3	304
EOG090X03M6	Complete	TRINITY_DN37375_c4_g12_i1	928.9	459
EOG090X03NS	Duplicated	TRINITY_DN33992_c0_g1_i2	583.6	311
EOG090X03NS	Duplicated	TRINITY_DN33992_c0_g1_i3	584.0	311
EOG090X03O4	Complete	TRINITY_DN10297_c0_g1_i1	849.6	421
EOG090X03P9	Missing
EOG090X03QA	Fragmented	TRINITY_DN31133_c0_g1_i1	327.8	181
EOG090X03QF	Complete	TRINITY_DN36705_c0_g1_i1	443.3	328
EOG090X03QT	Complete	TRINITY_DN36869_c1_g1_i1	857.5	512
EOG090X03QW	Duplicated	TRINITY_DN36891_c6_g2_i1	720.0	381
EOG090X03QW	Duplicated	TRINITY_DN36891_c6_g2_i2	719.9	381
EOG090X03R5	Fragmented	TRINITY_DN23096_c0_g3_i1	297.5	165
EOG090X03RD	Duplicated	TRINITY_DN35457_c0_g1_i1	749.5	421
EOG090X03RD	Duplicated	TRINITY_DN35457_c0_g1_i2	749.3	421
EOG090X03RJ	Fragmented	TRINITY_DN37799_c1_g1_i1	153.9	77
EOG090X03RP	Fragmented	TRINITY_DN35235_c0_g1_i1	459.9	225
EOG090X03S1	Duplicated	TRINITY_DN37277_c6_g8_i1	202.6	241
EOG090X03S1	Duplicated	TRINITY_DN39040_c4_g2_i1	215.8	234
EOG090X03SL	Fragmented	TRINITY_DN38859_c2_g14_i1	223.6	142
EOG090X03ST	Complete	TRINITY_DN37012_c5_g10_i1	336.3	205
EOG090X03SX	Fragmented	TRINITY_DN37003_c5_g1_i1	310.5	190
EOG090X03T7	Missing
EOG090X03TK	Complete	TRINITY_DN38237_c10_g1_i1	661.8	325
EOG090X03TW	Fragmented	TRINITY_DN37191_c10_g5_i1	240.0	149
EOG090X03TX	Complete	TRINITY_DN37003_c3_g1_i1	561.6	419
EOG090X03U0	Duplicated	TRINITY_DN36820_c6_g2_i3	915.7	476
EOG090X03U0	Duplicated	TRINITY_DN36820_c6_g2_i4	912.5	475
EOG090X03UT	Duplicated	TRINITY_DN36878_c0_g1_i1	730.3	392
EOG090X03UT	Duplicated	TRINITY_DN36878_c0_g1_i6	731.0	392
EOG090X03UT	Duplicated	TRINITY_DN36878_c0_g1_i8	730.6	392
EOG090X03V0	Duplicated	TRINITY_DN35384_c0_g1_i1	184.2	283
EOG090X03V0	Duplicated	TRINITY_DN35384_c0_g1_i2	186.4	282
EOG090X03V0	Duplicated	TRINITY_DN44774_c0_g1_i1	160.1	249
EOG090X03VW	Complete	TRINITY_DN37036_c6_g3_i1	965.1	461
EOG090X03WO	Duplicated	TRINITY_DN39181_c0_g1_i1	406.5	263
EOG090X03WO	Duplicated	TRINITY_DN39181_c0_g1_i3	405.9	263
EOG090X03WO	Duplicated	TRINITY_DN39181_c0_g1_i4	405.7	263
EOG090X03YC	Fragmented	TRINITY_DN35626_c0_g4_i1	68.2	62
EOG090X03YJ	Fragmented	TRINITY_DN20364_c0_g3_i1	161.6	87
EOG090X03YR	Fragmented	TRINITY_DN43051_c0_g1_i1	78.5	91
EOG090X03ZI	Duplicated	TRINITY_DN36455_c0_g2_i1	823.8	434
EOG090X03ZI	Duplicated	TRINITY_DN36455_c0_g2_i3	823.7	434
EOG090X0424	Missing
EOG090X0431	Duplicated	TRINITY_DN38321_c4_g2_i1	389.9	248
EOG090X0431	Duplicated	TRINITY_DN38321_c4_g2_i3	384.7	248
EOG090X0431	Duplicated	TRINITY_DN38321_c4_g2_i8	384.7	248
EOG090X0438	Complete	TRINITY_DN21684_c0_g1_i1	631.3	424
EOG090X0439	Complete	TRINITY_DN32395_c0_g1_i1	181.4	159
EOG090X043F	Fragmented	TRINITY_DN37476_c3_g4_i1	352.1	230
EOG090X043H	Duplicated	TRINITY_DN37208_c8_g2_i2	763.9	552
EOG090X043H	Duplicated	TRINITY_DN37208_c8_g2_i3	660.8	403
EOG090X043H	Duplicated	TRINITY_DN37208_c8_g2_i5	682.2	430
EOG090X044C	Duplicated	TRINITY_DN35621_c0_g1_i1	664.8	378
EOG090X044C	Duplicated	TRINITY_DN35621_c0_g1_i3	652.9	381
EOG090X0464	Missing
EOG090X047B	Duplicated	TRINITY_DN37249_c6_g6_i2	604.1	392
EOG090X047B	Duplicated	TRINITY_DN37249_c6_g6_i3	603.4	392
EOG090X047D	Duplicated	TRINITY_DN37273_c5_g1_i1	458.7	347
EOG090X047D	Duplicated	TRINITY_DN37273_c5_g1_i2	517.4	401
EOG090X0484	Complete	TRINITY_DN37730_c5_g4_i1	78.8	138
EOG090X0489	Complete	TRINITY_DN37431_c11_g1_i3	779.2	396
EOG090X048D	Complete	TRINITY_DN34538_c0_g1_i2	583.6	359
EOG090X0491	Duplicated	TRINITY_DN37183_c3_g2_i2	665.9	379
EOG090X0491	Duplicated	TRINITY_DN37183_c3_g2_i3	666.1	379
EOG090X0491	Duplicated	TRINITY_DN37183_c3_g2_i5	666.2	379
EOG090X049L	Fragmented	TRINITY_DN24377_c1_g1_i1	104.6	63
EOG090X049M	Complete	TRINITY_DN37288_c4_g5_i1	557.6	365
EOG090X04A7	Duplicated	TRINITY_DN37353_c5_g2_i1	657.7	402
EOG090X04A7	Duplicated	TRINITY_DN37353_c5_g2_i4	656.2	401
EOG090X04A7	Duplicated	TRINITY_DN37353_c5_g2_i6	594.1	331
EOG090X04AR	Duplicated	TRINITY_DN35985_c0_g1_i3	587.3	303
EOG090X04AR	Duplicated	TRINITY_DN35985_c0_g1_i4	587.1	303
EOG090X04AR	Duplicated	TRINITY_DN35985_c0_g1_i5	587.6	303
EOG090X04CK	Complete	TRINITY_DN38724_c1_g4_i1	269.0	180
EOG090X04D9	Duplicated	TRINITY_DN36611_c0_g1_i1	398.8	503
EOG090X04D9	Duplicated	TRINITY_DN36611_c0_g1_i3	398.9	503
EOG090X04DJ	Complete	TRINITY_DN35662_c0_g4_i1	358.7	184
EOG090X04DO	Complete	TRINITY_DN11213_c0_g1_i1	766.3	381
EOG090X04EN	Missing
EOG090X04F1	Complete	TRINITY_DN32242_c0_g1_i1	306.4	252
EOG090X04G3	Complete	TRINITY_DN6550_c0_g1_i1	257.4	209
EOG090X04G6	Complete	TRINITY_DN38624_c2_g7_i2	750.7	400
EOG090X04G7	Complete	TRINITY_DN37186_c10_g1_i1	466.5	343
EOG090X04G9	Complete	TRINITY_DN38361_c3_g2_i1	109.9	82
EOG090X04HR	Missing
EOG090X04HX	Fragmented	TRINITY_DN30416_c0_g2_i1	410.5	271
EOG090X04IO	Complete	TRINITY_DN37738_c6_g5_i3	388.4	452
EOG090X04JL	Complete	TRINITY_DN32842_c0_g3_i1	157.3	141
EOG090X04K8	Fragmented	TRINITY_DN29533_c0_g1_i1	163.0	112
EOG090X04KD	Complete	TRINITY_DN23372_c0_g1_i1	692.4	381
EOG090X04KW	Complete	TRINITY_DN37565_c9_g5_i1	335.9	203
EOG090X04L0	Fragmented	TRINITY_DN29529_c0_g1_i1	63.7	51
EOG090X04L5	Fragmented	TRINITY_DN31487_c0_g1_i1	182.0	101
EOG090X04LA	Fragmented	TRINITY_DN27230_c0_g1_i1	248.4	156
EOG090X04LH	Complete	TRINITY_DN38687_c0_g1_i4	494.6	426
EOG090X04MD	Complete	TRINITY_DN37012_c3_g5_i2	321.7	237
EOG090X04NF	Complete	TRINITY_DN30305_c0_g2_i1	464.0	358
EOG090X04NQ	Fragmented	TRINITY_DN38395_c1_g3_i2	367.3	185
EOG090X04O4	Complete	TRINITY_DN9064_c0_g1_i1	757.6	486
EOG090X04OZ	Complete	TRINITY_DN37428_c1_g1_i1	614.2	303
EOG090X04PU	Duplicated	TRINITY_DN36897_c2_g1_i1	748.3	374
EOG090X04PU	Duplicated	TRINITY_DN36897_c2_g1_i2	660.2	329
EOG090X04PU	Duplicated	TRINITY_DN36897_c2_g1_i3	748.0	374
EOG090X04TT	Fragmented	TRINITY_DN28437_c0_g1_i1	207.2	121
EOG090X04TU	Duplicated	TRINITY_DN37607_c5_g2_i1	643.7	380
EOG090X04TU	Duplicated	TRINITY_DN37607_c5_g2_i2	615.9	370
EOG090X04U5	Missing
EOG090X04UC	Duplicated	TRINITY_DN34408_c0_g1_i1	206.0	117
EOG090X04UC	Duplicated	TRINITY_DN34408_c0_g1_i2	205.4	117
EOG090X04UV	Complete	TRINITY_DN4296_c0_g1_i1	591.5	373
EOG090X04VI	Fragmented	TRINITY_DN26328_c0_g1_i1	511.9	260
EOG090X04W0	Complete	TRINITY_DN37541_c10_g16_i1	189.3	133
EOG090X04WQ	Complete	TRINITY_DN22614_c0_g2_i1	676.7	522
EOG090X04WU	Complete	TRINITY_DN35214_c0_g1_i3	693.0	398
EOG090X04X8	Complete	TRINITY_DN34584_c0_g1_i1	260.1	265
EOG090X04XE	Fragmented	TRINITY_DN31080_c0_g3_i1	150.3	104
EOG090X04Y3	Complete	TRINITY_DN37691_c0_g8_i1	315.4	184
EOG090X04YD	Duplicated	TRINITY_DN34482_c0_g2_i1	488.3	349
EOG090X04YD	Duplicated	TRINITY_DN34482_c0_g2_i2	564.6	413
EOG090X04Z1	Fragmented	TRINITY_DN38106_c0_g3_i1	152.2	135
EOG090X04Z9	Complete	TRINITY_DN38492_c8_g4_i2	554.4	408
EOG090X04ZD	Complete	TRINITY_DN38959_c2_g2_i1	468.3	402
EOG090X0508	Fragmented	TRINITY_DN24872_c0_g2_i3	281.6	171
EOG090X050I	Fragmented	TRINITY_DN18972_c0_g2_i1	125.0	91
EOG090X0511	Complete	TRINITY_DN36751_c6_g2_i1	150.7	81
EOG090X0515	Complete	TRINITY_DN37135_c9_g6_i2	311.0	215
EOG090X051L	Missing
EOG090X051P	Missing
EOG090X054E	Complete	TRINITY_DN37872_c8_g2_i1	313.8	210
EOG090X055U	Missing
EOG090X057R	Fragmented	TRINITY_DN26046_c0_g1_i1	73.8	69
EOG090X058A	Missing
EOG090X058P	Complete	TRINITY_DN38692_c3_g4_i1	443.3	239
EOG090X059J	Missing
EOG090X05AC	Fragmented	TRINITY_DN3591_c0_g2_i1	309.8	217
EOG090X05AE	Complete	TRINITY_DN44700_c0_g1_i1	633.3	414
EOG090X05CB	Complete	TRINITY_DN34933_c0_g1_i1	647.0	328
EOG090X05CU	Complete	TRINITY_DN38448_c2_g9_i1	337.9	267
EOG090X05CZ	Missing
EOG090X05E1	Duplicated	TRINITY_DN39127_c4_g2_i1	485.7	347
EOG090X05E1	Duplicated	TRINITY_DN39127_c4_g2_i2	485.9	347
EOG090X05E6	Complete	TRINITY_DN35672_c0_g3_i1	500.1	359
EOG090X05EE	Duplicated	TRINITY_DN37497_c7_g2_i1	576.9	332
EOG090X05EE	Duplicated	TRINITY_DN37497_c7_g2_i2	576.7	332
EOG090X05GA	Missing
