# BUSCO version is: 3.0.2 
# The lineage dataset is: arthropoda_odb9 (Creation date: 2017-02-07, number of species: 60, number of BUSCOs: 1066)
# To reproduce this run: python /home/she/opt/busco-master/scripts/run_BUSCO.py -i Ms_Trinity.fasta -o Ms_busco -l /home/she/database/arthropoda_odb9/ -m transcriptome -c 20
#
# Busco id	Status	Sequence	Score	Length
EOG090X015P	Complete	TRINITY_DN36070_c0_g2_i1	217.2	423
EOG090X017M	Complete	TRINITY_DN37471_c4_g11_i1	745.5	486
EOG090X017N	Missing
EOG090X017X	Complete	TRINITY_DN7759_c0_g2_i1	923.4	489
EOG090X0181	Complete	TRINITY_DN38334_c2_g2_i8	1086.2	669
EOG090X018J	Complete	TRINITY_DN36995_c11_g6_i1	596.9	395
EOG090X019S	Fragmented	TRINITY_DN26398_c0_g2_i1	65.4	52
EOG090X01A3	Duplicated	TRINITY_DN38066_c8_g1_i10	1066.1	609
EOG090X01A3	Duplicated	TRINITY_DN38066_c8_g1_i17	1065.8	609
EOG090X01A3	Duplicated	TRINITY_DN38066_c8_g3_i10	1066.6	609
EOG090X01AN	Fragmented	TRINITY_DN38925_c6_g3_i1	245.3	200
EOG090X01B4	Duplicated	TRINITY_DN33909_c0_g1_i1	1279.0	664
EOG090X01B4	Duplicated	TRINITY_DN33909_c0_g1_i2	1223.4	638
EOG090X01BP	Complete	TRINITY_DN35743_c0_g2_i1	193.7	124
EOG090X01BU	Complete	TRINITY_DN37836_c6_g5_i1	617.4	420
EOG090X01EL	Complete	TRINITY_DN35015_c0_g3_i1	969.5	497
EOG090X01EZ	Complete	TRINITY_DN37301_c2_g1_i1	683.6	629
EOG090X01F7	Complete	TRINITY_DN37503_c3_g1_i7	931.6	666
EOG090X01FD	Duplicated	TRINITY_DN36731_c7_g1_i1	626.1	480
EOG090X01FD	Duplicated	TRINITY_DN36731_c7_g1_i2	675.2	532
EOG090X01FO	Complete	TRINITY_DN37585_c0_g2_i1	1472.4	743
EOG090X01G2	Duplicated	TRINITY_DN37372_c5_g2_i1	1019.5	612
EOG090X01G2	Duplicated	TRINITY_DN37372_c5_g2_i2	1018.8	612
EOG090X01G2	Duplicated	TRINITY_DN37372_c5_g2_i3	1018.9	612
EOG090X01H4	Missing
EOG090X01HT	Complete	TRINITY_DN37642_c12_g1_i1	824.7	411
EOG090X01LO	Missing
EOG090X01LQ	Complete	TRINITY_DN34672_c0_g3_i1	288.0	220
EOG090X01LU	Fragmented	TRINITY_DN30523_c0_g1_i1	267.6	127
EOG090X01LY	Complete	TRINITY_DN8719_c0_g2_i1	709.7	481
EOG090X01MR	Complete	TRINITY_DN32317_c0_g1_i1	484.9	463
EOG090X01NK	Complete	TRINITY_DN37049_c8_g7_i1	1177.9	687
EOG090X01NX	Complete	TRINITY_DN37727_c8_g1_i1	1329.0	675
EOG090X01OH	Fragmented	TRINITY_DN32478_c0_g1_i1	97.2	61
EOG090X01OT	Fragmented	TRINITY_DN28955_c0_g2_i1	178.5	87
EOG090X01QS	Complete	TRINITY_DN22793_c0_g1_i1	600.6	340
EOG090X01QX	Complete	TRINITY_DN34083_c0_g2_i1	192.6	189
EOG090X01R0	Fragmented	TRINITY_DN35315_c0_g3_i1	633.1	342
EOG090X01R1	Complete	TRINITY_DN28632_c0_g2_i1	623.1	330
EOG090X01SN	Missing
EOG090X01U4	Duplicated	TRINITY_DN37664_c4_g1_i3	468.9	588
EOG090X01U4	Duplicated	TRINITY_DN37664_c4_g1_i4	469.1	588
EOG090X01U4	Duplicated	TRINITY_DN38172_c0_g1_i22	501.2	586
EOG090X01UE	Duplicated	TRINITY_DN38001_c2_g4_i1	1024.9	562
EOG090X01UE	Duplicated	TRINITY_DN38001_c2_g4_i2	1025.0	562
EOG090X01UY	Duplicated	TRINITY_DN36859_c6_g1_i1	1021.4	594
EOG090X01UY	Duplicated	TRINITY_DN36859_c6_g1_i2	1021.8	594
EOG090X01V1	Complete	TRINITY_DN34950_c0_g2_i2	985.4	522
EOG090X01W2	Fragmented	TRINITY_DN46326_c0_g1_i1	438.1	198
EOG090X01XB	Missing
EOG090X01YQ	Complete	TRINITY_DN46383_c0_g1_i1	978.6	566
EOG090X0205	Fragmented	TRINITY_DN33985_c0_g2_i1	153.8	92
EOG090X020Y	Complete	TRINITY_DN38636_c8_g11_i1	276.1	130
EOG090X020Z	Complete	TRINITY_DN35572_c1_g6_i1	302.5	190
EOG090X021B	Complete	TRINITY_DN37254_c12_g4_i1	618.1	489
EOG090X023B	Fragmented	TRINITY_DN37470_c7_g5_i1	333.8	191
EOG090X024P	Fragmented	TRINITY_DN32108_c0_g1_i1	483.2	295
EOG090X0266	Duplicated	TRINITY_DN37492_c6_g3_i1	1018.2	643
EOG090X0266	Duplicated	TRINITY_DN37492_c6_g3_i2	1017.2	643
EOG090X0266	Duplicated	TRINITY_DN37492_c6_g3_i4	1016.9	643
EOG090X0267	Complete	TRINITY_DN37885_c8_g2_i1	250.2	333
EOG090X026K	Duplicated	TRINITY_DN35332_c0_g3_i2	1042.8	567
EOG090X026K	Duplicated	TRINITY_DN35332_c0_g3_i3	1042.3	566
EOG090X026K	Duplicated	TRINITY_DN35332_c0_g3_i4	1042.6	567
EOG090X026V	Complete	TRINITY_DN37695_c2_g1_i2	451.7	357
EOG090X0272	Fragmented	TRINITY_DN29011_c0_g2_i1	238.3	132
EOG090X0279	Complete	TRINITY_DN5450_c0_g1_i1	1009.6	528
EOG090X027A	Complete	TRINITY_DN37819_c3_g2_i1	793.7	475
EOG090X027R	Duplicated	TRINITY_DN38557_c1_g1_i3	1040.9	555
EOG090X027R	Duplicated	TRINITY_DN38557_c1_g1_i4	1040.7	555
EOG090X027R	Duplicated	TRINITY_DN38557_c1_g1_i5	1040.9	555
EOG090X027U	Complete	TRINITY_DN37337_c1_g1_i1	430.6	368
EOG090X0289	Duplicated	TRINITY_DN37512_c0_g2_i2	591.2	488
EOG090X0289	Duplicated	TRINITY_DN37512_c0_g2_i3	591.3	488
EOG090X0289	Duplicated	TRINITY_DN37512_c0_g2_i4	649.3	532
EOG090X028A	Duplicated	TRINITY_DN38958_c2_g7_i1	669.8	483
EOG090X028A	Duplicated	TRINITY_DN38958_c2_g7_i2	691.0	481
EOG090X028B	Fragmented	TRINITY_DN38420_c6_g5_i1	143.0	115
EOG090X028J	Fragmented	TRINITY_DN32911_c0_g2_i1	276.9	180
EOG090X0294	Duplicated	TRINITY_DN35532_c0_g1_i1	1194.4	633
EOG090X0294	Duplicated	TRINITY_DN35532_c0_g1_i2	1194.7	633
EOG090X0296	Duplicated	TRINITY_DN37721_c4_g1_i1	940.0	650
EOG090X0296	Duplicated	TRINITY_DN37721_c4_g1_i2	886.4	515
EOG090X0296	Duplicated	TRINITY_DN37721_c4_g1_i3	952.0	525
EOG090X02BU	Missing
EOG090X02BW	Complete	TRINITY_DN37644_c5_g3_i1	423.7	333
EOG090X02C6	Complete	TRINITY_DN27165_c0_g2_i1	695.8	393
EOG090X02CC	Complete	TRINITY_DN8128_c0_g2_i1	1064.9	672
EOG090X02D0	Complete	TRINITY_DN37876_c2_g1_i1	145.5	204
EOG090X02DA	Complete	TRINITY_DN36875_c9_g13_i1	811.7	554
EOG090X02DF	Complete	TRINITY_DN10637_c0_g1_i1	1037.7	491
EOG090X02DX	Fragmented	TRINITY_DN27422_c0_g1_i1	66.1	54
EOG090X02DZ	Duplicated	TRINITY_DN34666_c0_g1_i1	678.3	422
EOG090X02DZ	Duplicated	TRINITY_DN34666_c0_g1_i2	592.8	374
EOG090X02EM	Duplicated	TRINITY_DN35445_c0_g1_i1	778.1	572
EOG090X02EM	Duplicated	TRINITY_DN35445_c0_g1_i3	777.1	590
EOG090X02EP	Fragmented	TRINITY_DN15443_c0_g1_i1	126.1	68
EOG090X02FO	Complete	TRINITY_DN36879_c4_g14_i1	774.8	371
EOG090X02G1	Missing
EOG090X02H3	Complete	TRINITY_DN36888_c13_g2_i1	179.4	158
EOG090X02H9	Fragmented	TRINITY_DN29594_c0_g2_i1	143.9	143
EOG090X02HV	Fragmented	TRINITY_DN20116_c0_g1_i1	262.4	141
EOG090X02I4	Fragmented	TRINITY_DN37016_c5_g8_i1	240.2	165
EOG090X02IK	Fragmented	TRINITY_DN44998_c0_g1_i1	98.6	73
EOG090X02IW	Complete	TRINITY_DN37220_c5_g1_i1	334.7	219
EOG090X02IY	Missing
EOG090X02J8	Fragmented	TRINITY_DN26038_c0_g2_i1	76.3	51
EOG090X02LG	Missing
EOG090X02LQ	Complete	TRINITY_DN36558_c7_g1_i1	909.3	558
EOG090X02LT	Duplicated	TRINITY_DN38077_c11_g5_i3	672.5	429
EOG090X02LT	Duplicated	TRINITY_DN38077_c11_g5_i4	672.5	429
EOG090X02MG	Complete	TRINITY_DN36636_c5_g2_i4	595.0	394
EOG090X02MW	Complete	TRINITY_DN22610_c0_g1_i2	555.7	431
EOG090X02NT	Duplicated	TRINITY_DN38850_c1_g1_i1	727.0	475
EOG090X02NT	Duplicated	TRINITY_DN38850_c1_g1_i2	749.4	636
EOG090X02PU	Duplicated	TRINITY_DN33282_c0_g2_i2	927.4	532
EOG090X02PU	Duplicated	TRINITY_DN33282_c0_g2_i3	927.1	532
EOG090X02QS	Duplicated	TRINITY_DN39072_c4_g9_i1	821.0	456
EOG090X02QS	Duplicated	TRINITY_DN39072_c4_g9_i2	941.9	493
EOG090X02QX	Complete	TRINITY_DN33061_c0_g1_i1	916.1	535
EOG090X02RM	Complete	TRINITY_DN37725_c9_g2_i1	414.9	235
EOG090X02RQ	Duplicated	TRINITY_DN36596_c4_g2_i3	834.7	454
EOG090X02RQ	Duplicated	TRINITY_DN36596_c4_g2_i4	724.8	404
EOG090X02S0	Fragmented	TRINITY_DN28668_c0_g3_i1	191.4	104
EOG090X02SD	Duplicated	TRINITY_DN32932_c0_g1_i3	675.8	490
EOG090X02SD	Duplicated	TRINITY_DN32932_c0_g1_i6	711.4	536
EOG090X02SJ	Missing
EOG090X02T5	Complete	TRINITY_DN27433_c0_g3_i1	377.7	202
EOG090X02VY	Duplicated	TRINITY_DN37605_c9_g1_i4	777.7	526
EOG090X02VY	Duplicated	TRINITY_DN37605_c9_g1_i9	778.9	526
EOG090X02WG	Fragmented	TRINITY_DN31222_c0_g1_i1	248.0	141
EOG090X02Z1	Duplicated	TRINITY_DN34929_c0_g1_i1	951.7	554
EOG090X02Z1	Duplicated	TRINITY_DN34929_c0_g1_i3	969.0	608
EOG090X02ZJ	Fragmented	TRINITY_DN25030_c0_g1_i2	51.3	37
EOG090X0302	Complete	TRINITY_DN4673_c0_g2_i1	747.8	429
EOG090X030C	Duplicated	TRINITY_DN36769_c0_g1_i1	735.5	473
EOG090X030C	Duplicated	TRINITY_DN36769_c0_g1_i3	824.5	566
EOG090X030S	Duplicated	TRINITY_DN36527_c4_g4_i4	854.2	464
EOG090X030S	Duplicated	TRINITY_DN36527_c4_g4_i7	951.4	500
EOG090X030S	Duplicated	TRINITY_DN36527_c4_g4_i9	951.3	500
EOG090X0318	Complete	TRINITY_DN38207_c1_g1_i2	259.6	287
EOG090X031T	Complete	TRINITY_DN32682_c0_g1_i1	471.6	283
EOG090X0324	Complete	TRINITY_DN51368_c0_g1_i1	626.6	480
EOG090X032C	Complete	TRINITY_DN36185_c0_g1_i3	745.2	448
EOG090X032R	Duplicated	TRINITY_DN35043_c0_g1_i3	344.0	336
EOG090X032R	Duplicated	TRINITY_DN38017_c5_g6_i2	307.7	414
EOG090X033I	Complete	TRINITY_DN37700_c0_g1_i1	954.1	488
EOG090X033O	Missing
EOG090X0363	Complete	TRINITY_DN26854_c0_g1_i1	800.1	404
EOG090X0364	Complete	TRINITY_DN12186_c0_g1_i1	546.7	325
EOG090X036X	Duplicated	TRINITY_DN37648_c7_g1_i1	597.4	377
EOG090X036X	Duplicated	TRINITY_DN37648_c7_g1_i2	598.1	377
EOG090X037B	Fragmented	TRINITY_DN31859_c0_g3_i1	104.6	90
EOG090X037N	Duplicated	TRINITY_DN37932_c1_g2_i3	630.8	428
EOG090X037N	Duplicated	TRINITY_DN37932_c1_g2_i7	630.9	428
EOG090X0398	Complete	TRINITY_DN37065_c4_g3_i1	298.4	174
EOG090X03A4	Missing
EOG090X03AJ	Complete	TRINITY_DN35329_c0_g1_i2	662.0	447
EOG090X03AK	Fragmented	TRINITY_DN38683_c5_g3_i1	322.4	161
EOG090X03B0	Complete	TRINITY_DN37886_c0_g3_i1	606.0	286
EOG090X03B7	Complete	TRINITY_DN37448_c5_g2_i2	514.3	305
EOG090X03CE	Complete	TRINITY_DN37933_c4_g1_i4	705.7	426
EOG090X03DA	Complete	TRINITY_DN38484_c10_g1_i1	937.4	449
EOG090X03DI	Duplicated	TRINITY_DN36625_c0_g1_i3	888.9	602
EOG090X03DI	Duplicated	TRINITY_DN36625_c0_g1_i4	949.1	672
EOG090X03DI	Duplicated	TRINITY_DN36625_c0_g1_i6	888.5	601
EOG090X03EV	Fragmented	TRINITY_DN37434_c6_g8_i1	392.6	195
EOG090X03FQ	Complete	TRINITY_DN37729_c7_g1_i9	592.0	458
EOG090X03G1	Complete	TRINITY_DN38953_c8_g6_i1	707.6	418
EOG090X03G5	Duplicated	TRINITY_DN31974_c0_g1_i1	438.1	269
EOG090X03G5	Duplicated	TRINITY_DN31974_c0_g1_i2	438.0	269
EOG090X03GO	Complete	TRINITY_DN37842_c4_g7_i1	818.7	464
EOG090X03H5	Fragmented	TRINITY_DN28586_c0_g3_i1	270.2	145
EOG090X03I5	Complete	TRINITY_DN32087_c0_g1_i1	733.9	434
EOG090X03JL	Complete	TRINITY_DN30411_c0_g1_i2	853.8	446
EOG090X03K5	Duplicated	TRINITY_DN36904_c7_g1_i1	519.5	333
EOG090X03K5	Duplicated	TRINITY_DN36904_c7_g1_i3	526.8	333
EOG090X03K5	Duplicated	TRINITY_DN36904_c7_g1_i4	524.4	333
EOG090X03KG	Complete	TRINITY_DN38585_c2_g3_i1	444.7	420
EOG090X03KK	Complete	TRINITY_DN39133_c0_g3_i1	462.3	284
EOG090X03KZ	Complete	TRINITY_DN35510_c0_g1_i2	484.9	455
EOG090X03LH	Duplicated	TRINITY_DN37634_c2_g4_i1	551.2	303
EOG090X03LH	Duplicated	TRINITY_DN37634_c2_g4_i2	551.9	303
EOG090X03M6	Complete	TRINITY_DN36654_c9_g3_i5	926.7	459
EOG090X03NS	Duplicated	TRINITY_DN37077_c5_g1_i3	803.0	436
EOG090X03NS	Duplicated	TRINITY_DN37077_c5_g1_i6	797.9	476
EOG090X03O4	Duplicated	TRINITY_DN38088_c8_g2_i4	848.7	421
EOG090X03O4	Duplicated	TRINITY_DN38088_c8_g2_i8	848.5	421
EOG090X03P9	Missing
EOG090X03QA	Duplicated	TRINITY_DN36762_c6_g1_i2	101.4	454
EOG090X03QA	Duplicated	TRINITY_DN36762_c6_g1_i3	101.2	454
EOG090X03QF	Duplicated	TRINITY_DN38267_c4_g1_i1	445.3	331
EOG090X03QF	Duplicated	TRINITY_DN38267_c4_g1_i2	445.6	330
EOG090X03QT	Complete	TRINITY_DN27205_c0_g1_i2	862.3	512
EOG090X03QW	Complete	TRINITY_DN51340_c0_g1_i1	722.8	382
EOG090X03R5	Fragmented	TRINITY_DN33524_c0_g2_i1	507.5	260
EOG090X03RD	Duplicated	TRINITY_DN35507_c0_g1_i1	648.6	352
EOG090X03RD	Duplicated	TRINITY_DN35507_c0_g1_i5	746.3	421
EOG090X03RJ	Complete	TRINITY_DN37861_c1_g5_i2	738.0	405
EOG090X03RP	Duplicated	TRINITY_DN37188_c1_g4_i1	658.6	324
EOG090X03RP	Duplicated	TRINITY_DN37188_c1_g4_i2	682.9	320
EOG090X03S1	Duplicated	TRINITY_DN37080_c9_g5_i1	551.2	270
EOG090X03S1	Duplicated	TRINITY_DN37080_c9_g5_i2	551.7	270
EOG090X03S1	Duplicated	TRINITY_DN37080_c9_g5_i3	551.2	270
EOG090X03SL	Complete	TRINITY_DN35125_c0_g1_i1	874.2	470
EOG090X03ST	Complete	TRINITY_DN36956_c1_g1_i4	674.1	406
EOG090X03SX	Complete	TRINITY_DN37515_c6_g1_i3	722.6	510
EOG090X03T7	Missing
EOG090X03TK	Complete	TRINITY_DN35833_c0_g1_i1	676.6	358
EOG090X03TW	Fragmented	TRINITY_DN39434_c8_g7_i1	241.1	157
EOG090X03TX	Complete	TRINITY_DN36601_c0_g1_i1	706.1	489
EOG090X03U0	Complete	TRINITY_DN37227_c8_g2_i1	914.9	476
EOG090X03UT	Duplicated	TRINITY_DN36959_c0_g1_i3	731.3	393
EOG090X03UT	Duplicated	TRINITY_DN36959_c0_g1_i4	731.6	393
EOG090X03V0	Duplicated	TRINITY_DN35196_c0_g1_i1	171.5	249
EOG090X03V0	Duplicated	TRINITY_DN38057_c10_g2_i1	188.8	282
EOG090X03V0	Duplicated	TRINITY_DN38057_c10_g2_i2	189.9	283
EOG090X03VW	Complete	TRINITY_DN35208_c0_g2_i2	971.1	461
EOG090X03WO	Duplicated	TRINITY_DN37113_c10_g2_i1	414.0	263
EOG090X03WO	Duplicated	TRINITY_DN37113_c10_g2_i3	414.8	263
EOG090X03YC	Fragmented	TRINITY_DN36131_c0_g1_i2	70.8	41
EOG090X03YJ	Complete	TRINITY_DN38181_c9_g1_i3	577.2	442
EOG090X03YR	Complete	TRINITY_DN35716_c0_g3_i3	407.3	328
EOG090X03ZI	Duplicated	TRINITY_DN35921_c0_g1_i1	823.4	434
EOG090X03ZI	Duplicated	TRINITY_DN35921_c0_g1_i2	823.4	434
EOG090X0424	Missing
EOG090X0431	Duplicated	TRINITY_DN38800_c4_g1_i19	381.7	248
EOG090X0431	Duplicated	TRINITY_DN38800_c4_g1_i8	381.9	248
EOG090X0431	Duplicated	TRINITY_DN38800_c4_g1_i9	381.7	248
EOG090X0438	Complete	TRINITY_DN37233_c9_g2_i1	639.2	384
EOG090X0439	Complete	TRINITY_DN33251_c0_g1_i1	348.2	297
EOG090X043F	Fragmented	TRINITY_DN3932_c0_g1_i1	319.0	204
EOG090X043H	Duplicated	TRINITY_DN36374_c0_g1_i1	761.2	566
EOG090X043H	Duplicated	TRINITY_DN36374_c0_g1_i3	737.7	524
EOG090X043H	Duplicated	TRINITY_DN36374_c0_g1_i4	684.3	431
EOG090X044C	Complete	TRINITY_DN38207_c2_g4_i2	667.7	374
EOG090X0464	Complete	TRINITY_DN25826_c0_g3_i1	152.0	144
EOG090X047B	Complete	TRINITY_DN31448_c0_g2_i1	373.1	236
EOG090X047D	Complete	TRINITY_DN23850_c0_g1_i1	397.7	469
EOG090X0484	Duplicated	TRINITY_DN37861_c1_g4_i5	127.6	206
EOG090X0484	Duplicated	TRINITY_DN37861_c1_g4_i6	129.0	206
EOG090X0484	Duplicated	TRINITY_DN37861_c1_g4_i7	128.4	206
EOG090X0489	Complete	TRINITY_DN49072_c0_g1_i1	855.8	441
EOG090X048D	Complete	TRINITY_DN34311_c0_g2_i1	588.6	359
EOG090X0491	Duplicated	TRINITY_DN32373_c0_g1_i1	665.0	379
EOG090X0491	Duplicated	TRINITY_DN32373_c0_g1_i2	589.3	321
EOG090X0491	Duplicated	TRINITY_DN32373_c0_g1_i3	664.7	379
EOG090X049L	Fragmented	TRINITY_DN32269_c0_g1_i1	146.4	92
EOG090X049M	Complete	TRINITY_DN38039_c9_g2_i1	1011.5	639
EOG090X04A7	Fragmented	TRINITY_DN37883_c6_g3_i1	310.8	161
EOG090X04AR	Duplicated	TRINITY_DN36556_c0_g1_i1	588.3	303
EOG090X04AR	Duplicated	TRINITY_DN36556_c0_g1_i2	589.0	303
EOG090X04AR	Duplicated	TRINITY_DN36556_c0_g1_i3	588.6	303
EOG090X04CK	Fragmented	TRINITY_DN39077_c3_g4_i1	168.8	105
EOG090X04D9	Duplicated	TRINITY_DN37312_c8_g2_i1	395.0	512
EOG090X04D9	Duplicated	TRINITY_DN37312_c8_g2_i4	395.1	512
EOG090X04D9	Duplicated	TRINITY_DN37312_c8_g2_i8	391.8	493
EOG090X04DJ	Duplicated	TRINITY_DN35200_c0_g1_i2	425.8	234
EOG090X04DJ	Duplicated	TRINITY_DN35200_c0_g1_i3	470.5	257
EOG090X04DO	Complete	TRINITY_DN37597_c6_g1_i1	764.4	381
EOG090X04EN	Fragmented	TRINITY_DN34514_c0_g3_i1	179.1	186
EOG090X04F1	Complete	TRINITY_DN38144_c7_g2_i2	353.7	221
EOG090X04G3	Complete	TRINITY_DN38040_c9_g11_i1	257.7	210
EOG090X04G6	Complete	TRINITY_DN38360_c5_g6_i1	753.6	400
EOG090X04G7	Duplicated	TRINITY_DN39057_c1_g3_i3	400.9	265
EOG090X04G7	Duplicated	TRINITY_DN39057_c1_g3_i4	395.4	247
EOG090X04G9	Complete	TRINITY_DN36305_c0_g4_i1	120.6	221
EOG090X04HR	Missing
EOG090X04HX	Fragmented	TRINITY_DN22496_c0_g2_i1	286.7	142
EOG090X04IO	Duplicated	TRINITY_DN36326_c0_g1_i3	445.1	533
EOG090X04IO	Duplicated	TRINITY_DN36326_c0_g1_i5	463.5	531
EOG090X04JL	Duplicated	TRINITY_DN38240_c6_g2_i1	214.4	179
EOG090X04JL	Duplicated	TRINITY_DN38240_c6_g2_i3	215.5	179
EOG090X04K8	Duplicated	TRINITY_DN37415_c4_g3_i2	172.6	204
EOG090X04K8	Duplicated	TRINITY_DN37415_c4_g3_i3	175.2	206
EOG090X04KD	Fragmented	TRINITY_DN31217_c0_g3_i1	228.7	121
EOG090X04KW	Duplicated	TRINITY_DN38255_c6_g1_i1	372.8	291
EOG090X04KW	Duplicated	TRINITY_DN38255_c6_g1_i2	375.5	295
EOG090X04L0	Complete	TRINITY_DN32060_c0_g1_i2	161.9	167
EOG090X04L5	Fragmented	TRINITY_DN37411_c2_g2_i1	127.1	74
EOG090X04LA	Fragmented	TRINITY_DN28130_c0_g2_i1	202.3	129
EOG090X04LH	Complete	TRINITY_DN34412_c0_g1_i1	646.0	471
EOG090X04MD	Complete	TRINITY_DN35551_c0_g1_i1	426.6	316
EOG090X04NF	Complete	TRINITY_DN37242_c8_g7_i1	612.3	432
EOG090X04NQ	Missing
