LS19	evidential	TRINITY_DN41188_c3_g3_i1utrorf	Apaf-caspas	3.5E-28	3.6E-28	aalen=102	96%	partial5;	2.17E-22	TRINITY_DN41188_c3_g3_i1.p1	APAF_RAT	Q:141-795_H:655-1249_23.768%ID_E:1.46e-30	Apoptotic protease-activating factor 1|NA	Metazoa	PF00400.31	WD domain, G-beta repeat	3E-07
LS19	evidential	TRINITY_DN41188_c3_g8_i1	Apaf-caspas	4.5E-88	5.1E-88	aalen=272	84%	partial3;	5.28E-141	TRINITY_DN41188_c3_g8_i1.p1	APAF_MOUSE	Q:2-272_H:1-273_34.52%ID_E:1.4e-32	Apoptotic protease-activating factor 1|NA	Metazoa	PF00619.20	Caspase recruitment domain	3E-21
LS26	evidential	TRINITY_DN41050_c4_g1_i11	Apaf-caspas	5.7E-227	6.4E-227	aalen=606	55%	complete-utrpoor;	0	TRINITY_DN41050_c4_g1_i11.p1	APAF_HUMAN	Q:2-606_H:1-598_31.502%ID_E:1.13e-77	Apoptotic protease-activating factor 1|NA	Metazoa	PF00931.21	NB-ARC domain	1E-36
Md	evidential	TRINITY_DN69257_c3_g1_i1	Apaf-caspas	8.6E-34	9.4E-34	aalen=132	99%	partial;	6.5E-75	TRINITY_DN69257_c3_g1_i1.p1	APAF_MOUSE	Q:1-132_H:178-301_33.577%ID_E:3.63e-12	Apoptotic protease-activating factor 1|NA	Metazoa	PF00931.21	NB-ARC domain	1.7E-08
Md	evidential	TRINITY_DN69257_c3_g2_i1	Apaf-caspas	6.3E-41	6.9E-41	aalen=130	99%	partial3;	3.04E-70	TRINITY_DN69257_c3_g2_i1.p1	APAF_MOUSE	Q:7-128_H:13-143_32.824%ID_E:2.47e-09	Apoptotic protease-activating factor 1|NA	Metazoa	PF00619.20	Caspase recruitment domain	2.2E-19
Ms	evidential	TRINITY_DN39653_c0_g1_i1	Apaf-caspas	3.3E-45	3.9E-45	aalen=195	62%	complete;	5.27E-72	TRINITY_DN39653_c0_g1_i1.p1	APAF_DANRE	Q:22-197_H:1136-1257_25.397%ID_E:5.03e-07	Apoptotic protease-activating factor 1|NA	Metazoa	.	.	.
Ms	evidential	TRINITY_DN44332_c0_g1_i1	Apaf-caspas	3.6E-46	4.2E-46	aalen=139	85%	partial3;	4.46E-71	TRINITY_DN44332_c0_g1_i1.p1	APAF_MOUSE	Q:1-160_H:180-331_37.5%ID_E:1.98e-20	Apoptotic protease-activating factor 1|NA	Metazoa	PF00931.21	NB-ARC domain	4.1E-15
Nc	evidential	TRINITY_DN55832_c0_g1_i2	Apaf-caspas	2.4E-84	2.9E-84	aalen=417	93%	partial5;	0	TRINITY_DN55832_c0_g1_i2.p1	APAF_MOUSE	Q:10-324_H:922-1212_28.443%ID_E:4.14e-15	Apoptotic protease-activating factor 1|NA	Metazoa	PF00400.31	WD domain, G-beta repeat	0.08
Nc	evidential	TRINITY_DN55832_c0_g2_i4	Apaf-caspas	4.1E-68	4.8E-68	aalen=190	88%	partial3;	2.34E-117	TRINITY_DN55832_c0_g2_i4.p1	APAF_DANRE	Q:6-189_H:4-196_33.673%ID_E:5.23e-21	Apoptotic protease-activating factor 1|NA	Metazoa	PF00619.20	Caspase recruitment domain	3E-20
Nc	evidential	TRINITY_DN55832_c0_g3_i1	Apaf-caspas	1.4E-26	1.5E-26	aalen=105	98%	partial3;	3.91E-58	TRINITY_DN55832_c0_g3_i1.p1	APAF_RAT	Q:47-104_H:239-296_39.655%ID_E:1.11e-06	Apoptotic protease-activating factor 1|NA	Metazoa	PF00931.21	NB-ARC domain	1.3E-05
Nc	evidential	TRINITY_DN55832_c0_g6_i1	Apaf-caspas	3.9E-156	4.4E-156	aalen=471	99%	partial3;	8.38E-104	TRINITY_DN55832_c0_g6_i1.p1	APAF_MOUSE	Q:3-422_H:294-702_29.108%ID_E:6.37e-48	Apoptotic protease-activating factor 1|NA	Metazoa	PF00931.21	NB-ARC domain	1.5E-11
Pi	evidential	TRINITY_DN32597_c0_g1_i1	Apaf-caspas	6.6E-38	8.2E-38	aalen=115	99%	partial;	8.6E-54	TRINITY_DN32597_c0_g1_i1.p1	APAF_MOUSE	Q:8-110_H:219-320_37.864%ID_E:7.78e-13	Apoptotic protease-activating factor 1|NA	Metazoa	PF00931.21	NB-ARC domain	1E-09
Pi	evidential	TRINITY_DN75778_c0_g1_i1	Apaf-caspas	2.7E-62	3E-62	aalen=339	97%	partial3;	3.83E-146	TRINITY_DN75778_c0_g1_i1.p1	APAF_DANRE	Q:11-265_H:972-1213_28.625%ID_E:2.23e-09	Apoptotic protease-activating factor 1|NA	Metazoa	.	.	.
Rf	evidential	TRINITY_DN50333_c2_g1_i2	Apaf-caspas	0	0	aalen=1391	53%	complete-utrpoor;	0	TRINITY_DN50333_c2_g1_i2.p1	APAF_DANRE	Q:1-1391_H:1-1257_26.06%ID_E:4.19e-111	Apoptotic protease-activating factor 1|NA	Metazoa	PF00931.21	NB-ARC domain	9.7E-36
Zn	evidential	TRINITY_DN54777_c0_g1_i4	Apaf-caspas	1.9E-135	2.2E-135	aalen=372	86%	partial3;	0	TRINITY_DN54777_c0_g1_i4.p1	APAF_DANRE	Q:1-362_H:1-359_34.946%ID_E:5.11e-50	Apoptotic protease-activating factor 1|NA	Metazoa	PF00931.21	NB-ARC domain	1.3E-27
Zn	evidential	TRINITY_DN58335_c2_g4_i4	Apaf-caspas	2.4E-145	2.7E-145	aalen=822	80%	partial5;	0	TRINITY_DN58335_c2_g4_i4.p1	APAF_DANRE	Q:148-822_H:647-1257_23.703%ID_E:5.38e-29	Apoptotic protease-activating factor 1|NA	Metazoa	PF00400.31	WD domain, G-beta repeat	1E-05
Zn	evidential	TRINITY_DN58907_c1_g1_i10	Apaf-caspas	4.6E-72	5.4E-72	aalen=203	85%	partial3;	6.25E-47	TRINITY_DN58907_c1_g1_i10.p1	APAF_RAT	Q:1-179_H:415-589_28.729%ID_E:3.79e-14	Apoptotic protease-activating factor 1|NA	Metazoa	.	.	.
Bg	0	TRINITY_DN5610_c0_g1	ATG12	1.8E-57	2E-57	TRINITY_DN5610_c0_g1_i1	type:complete	len:133	3.95E-99	TRINITY_DN5610_c0_g1_i1.p1	APG12_DROME	Q:22-132_H:2-111_60.36%ID_E:6.48e-46	Autophagy protein 12-like|NA	Metazoa	PF04110.12	Ubiquitin-like autophagy protein Apg12	6E-39
Bo	0	TRINITY_DN35959_c0_g1	ATG12	5.9E-57	6.9E-57	TRINITY_DN35959_c0_g1_i1	type:complete	len:133	1.37E-83	TRINITY_DN35959_c0_g1_i1.p1	APG12_DROME	Q:22-132_H:1-111_57.658%ID_E:7.81e-46	Autophagy protein 12-like|NA	Metazoa	PF04110.12	Ubiquitin-like autophagy protein Apg12	8.1E-39
boquant	0	TRINITY_DN40726_c0_g1	ATG12	5.1E-56	5.3E-56	TRINITY_DN40726_c0_g1_i2	type:complete	len:133	5.29E-84	TRINITY_DN40726_c0_g1_i2.p1	APG12_DROME	Q:22-132_H:1-111_57.658%ID_E:8.37e-46	Autophagy protein 12-like|NA	Metazoa	PF04110.13	Ubiquitin-like autophagy protein Apg12	8.7E-39
Ca	0	TRINITY_DN25702_c0_g1	ATG12	5.1E-57	5.7E-57	TRINITY_DN25702_c0_g1_i1	type:complete	len:133	1.33E-88	TRINITY_DN25702_c0_g1_i1.p1	APG12_DROME	Q:22-132_H:2-111_60.36%ID_E:5.26e-46	Autophagy protein 12-like|NA	Metazoa	PF04110.12	Ubiquitin-like autophagy protein Apg12	6.4E-39
Cb	0	TRINITY_DN44070_c0_g1	ATG12	2.8E-57	3.2E-57	TRINITY_DN44070_c0_g1_i1	type:complete	len:133	5.74E-81	TRINITY_DN44070_c0_g1_i1.p1	APG12_DROME	Q:43-132_H:22-111_68.889%ID_E:2.14e-45	Autophagy protein 12-like|NA	Metazoa	PF04110.12	Ubiquitin-like autophagy protein Apg12	1.3E-39
Cf	0	TRINITY_DN41823_c0_g3	ATG12	2.2E-56	2.4E-56	TRINITY_DN41823_c0_g3_i1	type:complete	len:133	1.26E-83	TRINITY_DN41823_c0_g3_i1.p1	APG12_DROME	Q:31-132_H:8-111_62.5%ID_E:4.45e-45	Autophagy protein 12-like|NA	Metazoa	PF04110.12	Ubiquitin-like autophagy protein Apg12	5.9E-39
Cm	0	TRINITY_DN33364_c6_g2	ATG12	6.1E-57	6.9E-57	TRINITY_DN33364_c6_g2_i8	type:complete	len:133	1.33E-88	TRINITY_DN33364_c6_g2_i8.p4	APG12_DROME	Q:22-132_H:2-111_60.36%ID_E:5.26e-46	Autophagy protein 12-like|NA	Metazoa	PF04110.12	Ubiquitin-like autophagy protein Apg12	6.4E-39
cmquant	0	TRINITY_DN127591_c0_g1	ATG12	3.2E-52	3.5E-52	TRINITY_DN127591_c0_g1_i1	type:complete	len:107	1.56E-68	TRINITY_DN127591_c0_g1_i1.p1	APG12_DROME	Q:6-106_H:12-111_86.139%ID_E:1.18e-60	Autophagy protein 12-like|NA	Metazoa	PF04110.13	Ubiquitin-like autophagy protein Apg12	4.5E-39
cmquant	0	TRINITY_DN5729_c0_g1	ATG12	1.2E-56	1.4E-56	TRINITY_DN5729_c0_g1_i1	type:complete	len:133	1.33E-88	TRINITY_DN5729_c0_g1_i1.p2	APG12_DROME	Q:22-132_H:2-111_60.36%ID_E:5.29e-46	Autophagy protein 12-like|NA	Metazoa	PF04110.13	Ubiquitin-like autophagy protein Apg12	6.8E-39
Kf	0	TRINITY_DN34790_c0_g1	ATG12	6.1E-56	7E-56	TRINITY_DN34790_c0_g1_i1	type:complete	len:133	1.37E-84	TRINITY_DN34790_c0_g1_i1.p1	APG12_DROME	Q:13-132_H:2-111_56.667%ID_E:3.46e-45	Autophagy protein 12-like|NA	Metazoa	PF04110.12	Ubiquitin-like autophagy protein Apg12	3.8E-39
LS05	0	TRINITY_DN36089_c0_g1	ATG12	9.4E-57	1.1E-56	TRINITY_DN36089_c0_g1_i1	type:complete	len:134	5.02E-80	TRINITY_DN36089_c0_g1_i1.p1	APG12_DROME	Q:26-133_H:2-111_60.909%ID_E:1.93e-46	Autophagy protein 12-like|NA	Metazoa	PF04110.12	Ubiquitin-like autophagy protein Apg12	9.7E-39
LS17	0	TRINITY_DN40318_c4_g1	ATG12	2E-56	2.2E-56	TRINITY_DN40318_c4_g1_i2	type:complete	len:133	4.6E-82	TRINITY_DN40318_c4_g1_i2.p1	APG12_DROME	Q:31-132_H:8-111_62.5%ID_E:1.31e-45	Autophagy protein 12-like|NA	Metazoa	PF04110.12	Ubiquitin-like autophagy protein Apg12	1.6E-38
LS19	0	TRINITY_DN36461_c0_g1	ATG12	1.3E-56	1.4E-56	TRINITY_DN36461_c0_g1_i1	type:complete	len:133	8.63E-80	TRINITY_DN36461_c0_g1_i1.p1	APG12_DROME	Q:25-132_H:2-111_60.909%ID_E:1.63e-46	Autophagy protein 12-like|NA	Metazoa	PF04110.12	Ubiquitin-like autophagy protein Apg12	9.5E-39
LS26	0	TRINITY_DN39737_c4_g1	ATG12	1.4E-56	1.6E-56	TRINITY_DN39737_c4_g1_i3	type:complete	len:133	4.93E-80	TRINITY_DN39737_c4_g1_i3.p1	APG12_DROME	Q:31-132_H:8-111_63.462%ID_E:3.87e-46	Autophagy protein 12-like|NA	Metazoa	PF04110.12	Ubiquitin-like autophagy protein Apg12	9.5E-39
LS29	0	TRINITY_DN35674_c7_g1	ATG12	7.8E-57	8.6E-57	TRINITY_DN35674_c7_g1_i1	type:complete	len:133	1.54E-80	TRINITY_DN35674_c7_g1_i1.p1	APG12_DROME	Q:31-132_H:8-111_63.462%ID_E:2.88e-46	Autophagy protein 12-like|NA	Metazoa	PF04110.12	Ubiquitin-like autophagy protein Apg12	9.5E-39
Md	0	TRINITY_DN68478_c18_g1	ATG12	9.6E-57	1E-56	TRINITY_DN68478_c18_g1_i1	type:complete	len:133	3.09E-90	TRINITY_DN68478_c18_g1_i1.p1	APG12_DROME	Q:23-132_H:2-111_58.182%ID_E:6.7e-46	Autophagy protein 12-like|NA	Metazoa	PF04110.12	Ubiquitin-like autophagy protein Apg12	6.4E-39
Ms	0	TRINITY_DN38289_c1_g3	ATG12	1.6E-56	1.8E-56	TRINITY_DN38289_c1_g3_i1	type:complete	len:133	1.9E-81	TRINITY_DN38289_c1_g3_i1.p1	APG12_DROME	Q:25-132_H:2-111_60%ID_E:1.54e-45	Autophagy protein 12-like|NA	Metazoa	PF04110.12	Ubiquitin-like autophagy protein Apg12	1.3E-38
Nc	0	TRINITY_DN57940_c0_g3	ATG12	2E-57	2.3E-57	TRINITY_DN57940_c0_g3_i1	type:complete	len:133	5.21E-80	TRINITY_DN57940_c0_g3_i1.p2	APG12_DROME	Q:43-132_H:22-111_68.889%ID_E:9.2e-46	Autophagy protein 12-like|NA	Metazoa	PF04110.12	Ubiquitin-like autophagy protein Apg12	8.8E-40
ncquant	0	TRINITY_DN162204_c1_g1	ATG12	4.1E-10	4.9E-10	TRINITY_DN162204_c1_g1_i1	type:3prime_partial	len:122	1.15E-15	TRINITY_DN162204_c1_g1_i1.p1	APG12_DROME	Q:1-36_H:39-74_47.222%ID_E:1.79e-06	Autophagy protein 12-like|NA	Metazoa	PF04110.13	Ubiquitin-like autophagy protein Apg12	3.6E-06
